gene_name	chromosome	start	end	length
EIF2S2P2	3	185245460	185246441	982
MIR5588	3	185253210	185253272	63
XAGE1B	X	52512077	52520803	8727
RN7SL275P	4	110117736	110118070	335
ZDHHC5	11	57667747	57701182	33436
	4	110146374	110147248	875
HSBP1P2	4	110251871	110252099	229
RNF14P2	4	110264865	110265017	153
RNU6-205P	4	110278185	110278291	107
INHBA-AS1	7	41693884	41779388	85505
ZBED1P1	4	110291644	110293573	1930
RPL7L1P13	4	110399773	110400511	739
ZNF969P	4	110415898	110418504	2607
	4	110433109	110433188	80
	4	110512488	110519505	7018
VPS8	3	184812143	185052614	240472
LINC01438	4	110794403	110797344	2942
	15	36341739	36344166	2428
LINC01350	1	185558371	185628944	70574
	15	36438972	36471016	32045
MIR297	4	110860582	110860647	66
	4	110876410	111386234	509825
HMGN2P30	7	42113365	42113620	256
LYPLA1P2	4	110945109	110945799	691
	7	91880791	91886490	5700
	14	100406599	100408928	2330
DDAH2	HSCHR6_MHC_COX_CTG1	3204326	3207905	3580
	4	111063583	111064227	645
PRSS3P1	7	142760415	142763943	3529
WBP1LP1	7	142778642	142779537	896
RNU6-289P	4	111331412	111331518	107
TRBD1	7	142786213	142786224	12
	4	111516117	111739871	223755
COX6CP4	15	36571985	36572212	228
	15	36613474	36614198	725
	14	93895762	93897759	1998
LINC02862	2	215274992	215277947	2956
TRBJ1-1	7	142786880	142786927	48
FAM181A-AS1	14	93904730	93927066	22337
LARP4P	15	36617089	36619265	2177
TRBJ1-2	7	142787017	142787064	48
GPSM3	HSCHR6_MHC_APD_CTG1	3523365	3528122	4758
TPST2P1	15	36626674	36627775	1102
TRBJ1-3	7	142787630	142787679	50
RPL36AP23	4	111551854	111552173	320
TRBJ1-4	7	142788225	142788275	51
	15	36641186	36669097	27912
	4	111802795	111839886	37092
TRBJ1-5	7	142788498	142788547	50
U3	15	36852640	36852859	220
MIR8063	15	36972821	36972901	81
TRBJ1-6	7	142788988	142789040	53
LINC02945	4	111804418	112112273	307856
ASB2	14	93934166	93976739	42574
TRBC1	7	142791694	142793368	1675
CDIN1	15	36579626	36810248	230623
	4	111847565	111948916	101352
	4	111959584	111988314	28731
TRBJ2-1	7	142796365	142796414	50
CCDC34P1	4	112068010	112068526	517
TUBB8P3	4	112077598	112078400	803
TRBJ2-2	7	142796560	142796610	51
ATIC	2	215311956	215349773	37818
PDC-AS1	1	186423481	186521147	97667
TRBJ2-2P	7	142796697	142796742	46
TRBJ2-3	7	142796847	142796895	49
	4	112116510	112116903	394
CXorf51A	X	146814106	146814744	639
TRBJ2-4	7	142796998	142797047	50
TRBJ2-5	7	142797119	142797166	48
TRBJ2-6	7	142797239	142797291	53
RPL36AP19	4	112171215	112171527	313
TRBJ2-7	7	142797456	142797502	47
HEPH	X	66162671	66268867	106197
AP1AR-DT	4	112229561	112231596	2036
TRBC2	7	142801041	142802748	1708
PDC	1	186443566	186461114	17549
TRBV30	7	142812586	142813399	814
AP1AR	4	112231740	112273110	41371
	11	36510361	36510537	177
	11	36696317	36697867	1551
TRPV6	7	142871208	142885745	14538
	11	73760563	73761070	508
MRPL48	11	73787872	73865133	77262
OR2B4P	HSCHR6_MHC_APD_CTG1	556363	557305	943
	HSCHR6_MHC_APD_CTG1	1263830	1264825	996
TRIM39	HSCHR6_MHC_APD_CTG1	1655969	1673225	17257
U6	1	516376	516479	104
	1	5564071	5564143	73
MIR4689	1	5862672	5862741	70
	1	9082696	9082879	184
HNRNPA1P2	6	32325219	32326178	960
RN7SL614P	1	10616836	10617115	280
RNU6-603P	6	32352877	32352983	107
RNU6-1265P	1	14124233	14124335	103
SNORA70	1	12221148	12221271	124
HLA-DRA	6	32439878	32445046	5169
RNA5SP40	1	9437669	9437778	110
MIR4695	1	18883202	18883275	74
MIR34A	1	9151668	9151777	110
RNU6-110P	1	25964197	25964300	104
	1	26006216	26006299	84
RNU6-176P	1	28142737	28142841	105
MIR552	1	34669599	34669694	96
RNU6-605P	1	38926870	38926977	108
MIR4255	1	37161563	37161634	72
RNU6-636P	1	37203610	37203716	107
Y_RNA	1	38950825	38950925	101
RNA5SP43	1	37264677	37264786	110
Y_RNA	1	28422555	28422655	101
RNU6-753P	1	38396659	38396765	107
	1	26006006	26006130	125
MIR6732	1	37480230	37480289	60
MIR6733	1	43171652	43171712	61
RNU2-30P	1	52754322	52754462	141
RNU6-969P	1	52805108	52805212	105
U6	1	43716467	43716556	90
RNU6-1237P	1	40177843	40177949	107
Y_RNA	1	44153385	44153480	96
RNU6-1026P	1	50582404	50582511	108
MIR6079	1	43838622	43838683	62
MIR5581	1	37500935	37500994	60
Y_RNA	1	62211557	62211666	110
RNU7-62P	1	64384398	64384459	62
RPL23AP7	22	50756948	50801309	44362
	1	51724775	51724896	122
RNU6-414P	1	61816419	61816522	104
RNU6-1177P	1	61852499	61852602	104
RN7SL180P	1	62072448	62072741	294
MIR3116-1	1	62078786	62078859	74
MIR3116-2	1	62078789	62078856	68
RN7SKP19	1	73191604	73191855	252
RNU6-371P	1	62298149	62298256	108
	14	93939497	93944194	4698
RNU2-15P	1	65415816	65416006	191
RNU4-88P	1	66094461	66094546	86
RNA5SP23	1	78375164	78375268	105
MIR7156	1	77060143	77060202	60
RN7SL62P	1	52714399	52714695	297
RNU6-503P	1	75538015	75538119	105
CCDC197	14	93987225	94008863	21639
RN7SL854P	1	65761058	65761352	295
RNU7-8P	1	77420325	77420386	62
RNA5SP22	1	78094807	78094915	109
RNA5SP52	1	87453240	87453373	134
SNORD3G	1	90657750	90657964	215
RNA5SP50	1	73749517	73749623	107
RN7SL392P	1	67656831	67657129	299
PPP1R18	6	30676389	30687895	11507
RNA5SP51	1	85883680	85883798	119
Y_RNA	1	91261625	91261724	100
MIR2682	1	98045242	98045351	110
RN7SL440P	1	94150738	94151080	343
RN7SL488P	1	63529613	63529898	286
RN7SL583P	1	88477828	88478114	287
MIR137	1	98046070	98046171	102
RNU7-123P	1	63536711	63536770	60
	1	88520000	88520170	171
MIR30E	1	40754355	40754446	92
RNU6-750P	1	99978939	99979045	107
MIR30C1	1	40757284	40757372	89
	1	63548977	63549112	136
RNU6-125P	1	88816779	88816885	107
RNU6-1318P	1	100000637	100000739	103
RNU6-695P	1	90253456	90253559	104
OTUB2	14	94026340	94048930	22591
	1	63549133	63549216	84
	1	63549227	63549284	58
MIR378G	1	94745860	94745900	41
MIR760	1	93846832	93846911	80
	1	63549294	63549366	73
TOX4P1	4	112455924	112457785	1862
	1	63549374	63549463	90
	1	63549489	63549608	120
	8	233119	233692	574
Y_RNA	1	99791662	99791753	92
	8	234347	234887	541
RN7SL130P	1	63655743	63656047	305
	8	237045	237669	625
RNU4-75P	1	99784740	99784885	146
	8	264315	264672	358
MCTS2	20	31547379	31548081	703
MIR7852	1	107897223	107897304	82
Y_RNA	1	55484871	55484972	102
	8	311133	331026	19894
RNU1-130P	1	96225901	96226060	160
MFSD10	4	2930561	2934834	4274
RNU6-965P	1	101728642	101728737	96
ADNP	20	50888916	50931437	42522
FAM87A	8	375931	384079	8149
	1	110272484	110272607	124
MIR320B1	1	116671749	116671827	79
RN7SKP272	1	89987713	89987944	232
	1	117688621	117688742	122
RNA5SP56	1	118264372	118264489	118
MTCO3P1	HSCHR6_MHC_COX_CTG1	4119435	4120266	832
Metazoa_SRP	1	117243212	117243508	297
ZBED9-AS1	HSCHR6_MHC_COX_CTG1	77254	81620	4367
MIR942	1	117094643	117094728	86
	1	112371004	112371107	104
HLA-DQB3	HSCHR6_MHC_COX_CTG1	4144013	4144950	938
Y_RNA	1	95125511	95125609	99
TAP1	HSCHR6_MHC_COX_CTG1	4257408	4266177	8770
IFI27L1	14	94081301	94103846	22546
MIR548AC	1	116560024	116560111	88
RN7SKP285	1	103523562	103523879	318
RNU4ATAC8P	1	73883714	73883822	109
RNA5SP55	1	116962347	116962471	125
	8	22169338	22171708	2371
RNA5SP533	1	143439605	143439714	110
MIR4256	1	112461770	112461833	64
RNU6-352P	1	101859851	101859957	107
RNU1-75P	1	119331397	119331525	129
DPYS	8	104330324	104467055	136732
7SK	1	120228046	120228295	250
RNU6-41P	1	182982212	182982318	107
RNU6-1310P	1	168263375	168263481	107
RNU5F-6P	1	164351273	164351388	116
RNU7-183P	1	185434244	185434305	62
U3	1	163923670	163923873	204
RNU6-983P	1	194488103	194488205	103
Y_RNA	1	185630428	185630528	101
RNU6-716P	1	200008505	200008607	103
Y_RNA	1	185634073	185634182	110
Metazoa_SRP	1	182576772	182577040	269
MIR557	1	168375524	168375621	98
U7	1	176217541	176217602	62
RNU1-141P	1	218129795	218129952	158
RNU6-778P	1	199888159	199888261	103
U6	1	180758722	180758817	96
RNU2-12P	1	176243862	176244029	168
SNORA16B	1	212352816	212352950	135
SNORD116	1	215630026	215630117	92
MIR1255B2	1	167998660	167998726	67
RPL7P4	6	30696806	30697535	730
SCARNA3	1	175968398	175968540	143
MDC1-AS1	6	30703067	30713184	10118
Y_RNA	1	171253906	171254022	117
	7	142899365	142900759	1395
RNU6-609P	1	200014689	200014795	107
RN7SL299P	1	232222866	232223145	280
TUBB	6	30717435	30725538	8104
U8	1	234593275	234593402	128
TRPV5	7	142908101	142933746	25646
MIR3119-1	1	170151378	170151462	85
RNU6-570P	1	200054061	200054165	105
MIR3119-2	1	170151378	170151462	85
SNORA14B	1	235127803	235127937	135
PPT2	HSCHR6_MHC_APD_CTG1	3486040	3504580	18541
MIR4671	1	234306467	234306539	73
RABL2B	22	50767501	50783667	16167
RNU6-465P	1	120126974	120127074	101
MIR205	1	209432133	209432242	110
RNY4P16	1	234837976	234838069	94
RN7SL333P	1	169859756	169860052	297
RNU6-725P	1	238325687	238325788	102
Y_RNA	1	247997000	247997096	97
RN7SL668P	1	234904186	234904488	303
ZSWIM4	HG109_PATCH	7301	44071	36771
RNU6-1283P	1	246189014	246189118	105
RN7SL344P	1	211792111	211792406	296
Y_RNA	1	248045788	248045889	102
RNA5SP80	1	231281414	231281524	111
MIR3121	1	180438314	180438390	77
RNU6-1205P	1	248912690	248912795	106
MIR488	1	177029363	177029445	83
RNA5SP73	1	189666149	189666256	108
RN7SKP156	1	188155839	188156180	342
	1	212025561	212025682	122
RNA5SP65	1	167005959	167006077	119
Y_RNA	1	185251313	185251411	99
U3	1	218541690	218541899	210
RNA5SP62	1	163468496	163468605	110
Y_RNA	1	180519016	180519119	104
RNU5A-8P	1	210374154	210374267	114
	1	246833448	246833529	82
Y_RNA	1	246426006	246426119	114
Y_RNA	1	211803017	211803104	88
MIR3122	1	212077613	212077685	73
Y_RNA	1	185257911	185258015	105
RNA5SP63	1	163509484	163509595	112
RN7SKP98	1	212099521	212099676	156
Y_RNA	1	185266535	185266627	93
RNA5SP77	1	227561181	227561300	120
5S_rRNA	1	182944365	182944490	126
RN7SKP12	1	242188647	242188789	143
Y_RNA	1	248029120	248029221	102
	6	30723105	30723877	773
MIR3124	1	248826377	248826443	67
RNU6-1240P	1	186311825	186311928	104
	1	170587249	170588236	988
	HG109_PATCH	8415	8774	360
Y_RNA	1	165662585	165662687	103
OR2J1	HSCHR6_MHC_SSTO_CTG1	410313	411251	939
RN7SL619P	HG109_PATCH	26903	27160	258
	1	165671256	165671725	470
MIR23AHG	HG109_PATCH	35721	54769	19049
OR2P1P	HSCHR6_MHC_SSTO_CTG1	381187	381962	776
DCSTAMP	8	104339087	104356689	17603
RPL21P27	1	165676310	165676781	472
WASF5P	HSCHR6_MHC_SSTO_CTG1	2589702	2591153	1452
HLA-K	HSCHR6_MHC_SSTO_CTG1	1226149	1228926	2778
FLOT1	6	30727709	30742732	15024
	1	165706556	165707284	729
MPIG6B	HSCHR6_MHC_SSTO_CTG1	3017890	3026006	8117
TMCO1-AS1	1	165768929	165775176	6248
	1	165819353	165819787	435
CAMK2N1	1	20482391	20486210	3820
MUL1	1	20499448	20508151	8704
MIR24-2	HG109_PATCH	48128	48200	73
MIR27A	HG109_PATCH	48281	48358	78
MIR23A	HG109_PATCH	48428	48500	73
NANOS3	HG109_PATCH	73904	92598	18695
IFI27L2	14	94127779	94130253	2475
RPS4XP4	1	20525989	20526751	763
FAM43B	1	20552573	20555020	2448
EGFL8	HSCHR6_MHC_COX_CTG1	3602935	3606633	3699
CDA	1	20589086	20618903	29818
MIR181C	HG109_PATCH	86540	86649	110
MIR181D	HG109_PATCH	86716	86852	137
BRME1	HG109_PATCH	94189	118293	24105
MIR630	15	72587217	72587313	97
	8	104419512	104421500	1989
	15	72589691	72591845	2155
	8	104478539	104480783	2245
	15	72604399	72605008	610
MIR548A3	8	104484369	104484465	97
KLHL38	8	123644442	123653801	9360
	15	72605183	72612326	7144
PINK1	1	20633458	20651511	18054
RN7SKP243	11	73832382	73832690	309
LINC02259	15	72608481	72636962	28482
MIX23P5	11	73850469	73851211	743
	15	72615810	72618250	2441
COA4	11	73872667	73876901	4235
WFDC5	20	45109452	45115174	5723
PPP4R4	14	94146128	94279734	133607
	15	72638821	72640125	1305
	8	6473845	6474288	444
RN7SL853P	15	72664577	72664799	223
ANGPT2	8	6499632	6563409	63778
HIGD2B	15	72675798	72686182	10385
	15	72682266	72682904	639
BBS4	15	72686179	72738475	52297
MIR6084	1	20633679	20633788	110
EBF4	20	2692780	2760108	67329
PINK1-AS	1	20642657	20652193	9537
ZNF101P2	1	192993449	192994677	1229
DDX31	9	132592997	132670401	77405
SCARNA18B	1	193057281	193057415	135
MIR1278	1	193136503	193136583	81
B3GALT2	1	193178730	193186613	7884
KEL	7	142941114	142962363	21250
Metazoa_SRP	1	193236794	193237107	314
LINC01031	1	193304745	193365953	61209
CC2D1A	HG109_PATCH	118042	142720	24679
PAAF1	11	73876699	73931114	54416
LINC01758	1	69433255	69435409	2155
	1	69551848	69563715	11868
SGO1P1	1	69606855	69608301	1447
	1	69706950	69710274	3325
RN7SL538P	1	69879592	69879895	304
LRRC7-AS1	1	70013982	70031222	17241
LRRC40	1	70144805	70205579	60775
	HSCHR6_MHC_COX_CTG1	1206841	1207831	991
MICB	HSCHR6_MHC_COX_CTG1	2975426	2988464	13039
	2	215453688	215486639	32952
	2	215476667	215480248	3582
	2	215530447	215545526	15080
RN7SL242P	1	70180144	70180440	297
	2	215579407	215582635	3229
	1	70218589	70221023	2435
NOP14	4	2937933	2963406	25474
SPC25	2	168834132	168913371	79240
ANKRD13C	1	70258999	70354734	95736
	3	179169083	179169210	128
ALDOB	9	101420560	101449664	29105
OR2U2P	HSCHR6_MHC_SSTO_CTG1	577863	578822	960
MICD	HSCHR6_MHC_SSTO_CTG1	1268596	1270259	1664
PIK3R4	3	130678934	130746829	67896
HLA-A	HSCHR6_MHC_SSTO_CTG1	1239073	1307767	68695
HSPA2	14	64535905	64546173	10269
NKX2-1	14	36516392	36521149	4758
	HSCHR6_MHC_COX_CTG1	1485506	1486509	1004
ZNF90P2	HSCHR6_MHC_COX_CTG1	379538	380612	1075
GNL1	HSCHR6_MHC_COX_CTG1	2021096	2036894	15799
LINC03102	1	70359562	70360437	876
CTH	1	70411218	70439851	28634
TTLL9	20	31870634	31945000	74367
	14	56633244	56648658	15415
	14	56648965	56730535	81571
G6PC2	2	168901291	168910000	8710
RPL36AP1	14	56683421	56683741	321
	14	56759379	56765757	6379
RN7SL461P	14	56824375	56824656	282
RNU6-1204P	14	56824986	56825092	107
OTX2	14	56799905	56816693	16789
OR9P1P	7	143047213	143047580	368
PIP	7	143132077	143139739	7663
RPL23A	17	28719985	28724359	4375
	10	48443836	48445820	1985
ARHGAP22	10	48446036	48656265	210230
PODNL1	HG109_PATCH	143028	165233	22206
LLCFC1	7	142939343	142940868	1526
	8	6572571	6576219	3649
	8	6615604	6617198	1595
MIR8055	8	6622124	6622220	97
LYPLA1P1	7	123230120	123230741	622
AGPAT5	8	6708642	6761503	52862
ABCB11	2	168915498	169031324	115827
TRMO	9	97904489	97922500	18012
IQUB	7	123452193	123535077	82885
HCG4P8	HSCHR6_MHC_COX_CTG1	1310947	1311927	981
Metazoa_SRP	1	70430896	70431178	283
HCG9P5	HSCHR6_MHC_COX_CTG1	1232135	1232359	225
	1	70445071	70445536	466
CHORDC1P5	1	70530526	70531492	967
MDC1	HSCHR6_MHC_COX_CTG1	2179547	2197629	18083
CASP3P1	1	70660657	70661265	609
	1	70715933	70720289	4357
EHMT2	HSCHR6_MHC_SSTO_CTG1	3180981	3190824	9844
E2F2	1	23506438	23531233	24796
CA9	9	35673928	35681159	7232
MIR4659A	8	6745164	6745244	81
MIR4659B	8	6745168	6745240	73
GATA4	8	11676959	11760002	83044
	20	64097208	64101162	3955
MYT1	20	64102394	64242253	139860
	1	23549139	23550915	1777
ID3	1	23557926	23559501	1576
SNORD42B	17	28720550	28720616	67
	17	28721487	28722877	1391
SNORD4A	17	28722582	28722653	72
SNORD42A	17	28723429	28723492	64
SNORD4B	17	28723682	28723753	72
TLCD1	17	28724348	28727935	3588
	1	23576436	23593621	17186
EEF1A1P48	1	23670294	23680259	9966
DCAF15	HG109_PATCH	164333	173290	8958
RPL11	1	23691742	23696835	5094
CIZ1	9	128161251	128204383	43133
RN7SKP212	3	130811768	130812095	328
	3	130821184	130823914	2731
GSTO3P	3	130827659	130828376	718
Y_RNA	6	30736304	30736414	111
GPR132	14	105049395	105065445	16051
	3	130868004	130869357	1354
IER3	6	30743199	30744548	1350
	3	130899414	130929976	30563
Y_RNA	3	130914340	130914452	113
CSRP2P2	3	130918226	130919120	895
	3	130927754	130928276	523
RFX1	HG109_PATCH	173371	218880	45510
	3	131053317	131072339	19023
NEK8	17	28725897	28743455	17559
RNU6-726P	3	131092821	131092927	107
CLDN1	3	190305707	190322446	16740
	2	169100743	169101210	468
UBE2V1P6	2	169115195	169115680	486
LINC02829	HSCHR6_MHC_COX_CTG1	983961	997008	13048
HLA-Z	HSCHR6_MHC_COX_CTG1	4308611	4308685	75
HCG20	6	30743790	30792250	48461
HLA-K	HSCHR6_MHC_COX_CTG1	1407810	1410587	2778
GRK4	4	2963571	3040760	77190
OR11A1	HSCHR6_MHC_COX_CTG1	911953	943524	31572
NPBWR2	20	64103802	64107565	3764
NRM	HSCHR6_MHC_APD_CTG1	2017554	2020927	3374
PPT2	HSCHR6_MHC_COX_CTG1	3591780	3602032	10253
	20	64278306	64278561	256
CICP4	20	64290187	64292998	2812
	20	64327418	64327972	555
RN7SL353P	6	30751038	30751289	252
PCMTD2	20	64255695	64304820	49126
TUBB2B	6	3223324	3231730	8407
PITHD1	1	23778418	23788232	9815
LRP2	2	169127109	169362534	235426
PSMG4	6	3231403	3303373	71971
GCNT1P3	3	190624595	190625169	575
	14	105095045	105096945	1901
CLDN16	3	190322541	190412138	89598
	14	105110347	105110807	461
	14	105112690	105112863	174
	14	105126750	105136974	10225
JAG2	14	105140982	105168824	27843
	7	123456629	123459856	3228
RNU6-296P	7	123457988	123458094	107
NDUFA5	7	123536997	123557904	20908
ADPGK-AS1	15	72782835	72798199	15365
	HG109_PATCH	218263	218614	352
RLN3	HG109_PATCH	239989	243392	3404
	15	72858354	72887128	28775
NPM1P42	15	72899399	72900260	862
GALE	1	23795599	23800781	5183
ARHGAP22-IT1	10	48510525	48511589	1065
ADPGK	15	72751294	72785846	34553
COX7BP6	10	48546472	48546713	242
	HG109_PATCH	242696	243398	703
	10	48624004	48625093	1090
IL27RA	HG109_PATCH	243603	265059	21457
	10	48664199	48672424	8226
MCPH1	8	6406592	6648508	241917
RPL13AP19	10	48745545	48746128	584
DDX21	10	68956135	68985068	28934
CYB5AP4	20	22885670	22886068	399
	20	22960534	22966063	5530
CLEC4M	19	7763210	7769605	6396
	20	22995708	23030785	35078
	20	23030863	23039241	8379
SSTR4	20	23035312	23039237	3926
THBD	20	23045633	23049672	4040
SLC22A23	6	3268962	3457050	188089
	20	23071547	23072722	1176
CD93	20	23079360	23086324	6965
FABP5P8	15	83044368	83044771	404
PALM3	HG109_PATCH	265204	273917	8714
MIR4515	15	83067335	83067415	81
	15	83095333	83108754	13422
LINC00656	20	23125068	23132635	7568
	17	28727258	28727739	482
TM6SF1	15	83107572	83144854	37283
	17	28732963	28743102	10140
	17	28745569	28747652	2084
	20	23148086	23149939	1854
RPL31P58	17	28802444	28802822	379
RNA5SP478	20	23160857	23160971	115
	20	36051491	36085703	34213
RPS7P11	17	46721582	46722167	586
RGS19	20	64073181	64079988	6808
Y_RNA	17	69985986	69986094	109
	17	70017324	70128859	111536
EEF1DP1	HG109_PATCH	282183	283078	896
MISP3	HG109_PATCH	284377	286903	2527
LINC01028	17	70051277	70068095	16819
U6	HSCHR6_MHC_APD_CTG1	181230	181329	100
SNORD32B	HSCHR6_MHC_APD_CTG1	847943	848026	84
KCNJ2	17	70168673	70180044	11372
	HSCHR6_MHC_APD_CTG1	1390898	1391059	162
	HSCHR6_MHC_APD_CTG1	1293976	1294043	68
	HSCHR6_MHC_APD_CTG1	1316213	1316288	76
	HSCHR6_MHC_APD_CTG1	1319178	1319281	104
Y_RNA	HSCHR6_MHC_APD_CTG1	2829257	2829358	102
U6	HSCHR6_MHC_APD_CTG1	3089563	3089665	103
Y_RNA	HSCHR6_MHC_APD_CTG1	3111428	3111516	89
MIR1199	HG109_PATCH	285202	285320	119
C19orf67	HG109_PATCH	293465	297716	4252
CALM2P1	17	70241324	70241761	438
5S_rRNA	HSCHR6_MHC_APD_CTG1	3411109	3411229	121
SNORD117	HSCHR6_MHC_APD_CTG1	2868923	2868998	76
SNORD48	HSCHR6_MHC_APD_CTG1	3167878	3167940	63
SNORD52	HSCHR6_MHC_APD_CTG1	3169692	3169758	67
U6	HSCHR6_MHC_APD_CTG1	3685115	3685221	107
HLA-DPB2	HSCHR6_MHC_APD_CTG1	4417141	4433705	16565
	HSCHR6_MHC_APD_CTG1	4417076	4423773	6698
ZACN	17	76071961	76083666	11706
ATP2C1	3	130850595	131016712	166118
HLA-V	HSCHR6_MHC_APD_CTG1	1058065	1058946	882
	HSCHR6_MHC_APD_CTG1	1056693	1063412	6720
HLA-J	HSCHR6_MHC_APD_CTG1	1264315	1267248	2934
	HSCHR6_MHC_APD_CTG1	1264292	1267665	3374
MIR6813	20	64076955	64077010	56
LKAAEAR1	20	64083376	64084398	1023
PRKACA	HG109_PATCH	303847	330243	26397
PPP1R2P1	HSCHR6_MHC_APD_CTG1	4184047	4184663	617
	HSCHR6_MHC_APD_CTG1	4184002	4184678	677
LINC01727	20	21557417	21666621	109205
PTBP1	19	797075	812327	15253
HLA-DRB9	HSCHR6_MHC_APD_CTG1	3792063	3805744	13682
U1	HSCHR6_MHC_APD_CTG1	3821941	3822089	149
HLA-DRB3	HSCHR6_MHC_APD_CTG1	3824514	3837642	13129
GALR2	17	76074781	76077537	2757
	20	22510100	22524209	14110
ASB15-AS1	7	123584859	123624957	40099
	20	47357890	47358539	650
	20	23179272	23190419	11148
LMOD2	7	123655866	123664290	8425
EXOC7	17	76081016	76121576	40561
	1	196970495	196970671	177
SEPTIN14P12	1	197138748	197139307	560
WASL	7	123681943	123749003	67061
	1	197222222	197223255	1034
PRR34	22	46049478	46054144	4667
MRPS21P3	1	197363817	197364078	262
	1	197437976	197447469	9494
Y_RNA	1	240698320	240698429	110
	22	46053093	46053560	468
	1	240763334	240776824	13491
PRR34-AS1	22	46053705	46057210	3506
	HG109_PATCH	331265	331696	432
ASF1B	HG109_PATCH	331671	348772	17102
THAP12P8	1	240769420	240771534	2115
RFKP1	1	240823006	240823433	428
MIRLET7BHG	22	46053869	46113928	60060
HNRNPA1P42	1	240919653	240920609	957
	1	240998451	240998794	344
MIR3123	1	241132272	241132346	75
RPL36P6	1	241305580	241305882	303
	HSCHR6_MHC_APD_CTG1	4023853	4024683	831
SPACA5	X	48004336	48009733	5398
	1	241357343	241364054	6712
	1	241413716	241468661	54946
HLA-DQB3	HSCHR6_MHC_APD_CTG1	4036579	4037516	938
HLA-DQA2	HSCHR6_MHC_APD_CTG1	4047520	4053351	5832
ZMAT1	X	101882288	101932031	49744
WASL-DT	7	123749068	123751166	2099
RNU6-11P	7	123790605	123790711	107
HYAL6P	7	123814139	123829252	15114
HYAL4	7	123828983	123877481	48499
ADGRL1-AS1	HG109_PATCH	349305	383426	34122
BNC1	15	83255884	83284664	28781
HLA-DQB2	HSCHR6_MHC_APD_CTG1	4062237	4069674	7438
	1	241453751	241484995	31245
ADGRL1	HG109_PATCH	359902	418346	58445
APCS	1	159587826	159588865	1040
	22	46055740	46058160	2421
LINC02939	22	46067356	46069891	2536
LINC01370	20	40004216	40011323	7108
MIR6765	14	105150778	105150864	87
	14	105152194	105181194	29001
	22	46070040	46070776	737
MIR3619	22	46091044	46091126	83
PPARA	22	46150521	46243755	93235
LY6G5B	HSCHR6_MHC_SSTO_CTG1	2968402	2972830	4429
PACS2	14	105300563	105398147	97585
	1	159649151	159649620	470
CRPP1	1	159704983	159705607	625
CRP	1	159712289	159714589	2301
LTB	HSCHR6_MHC_COX_CTG1	3057842	3059809	1968
	20	61159812	61162759	2948
MIR626	15	41691585	41691678	94
	15	41718370	41718672	303
	20	20363691	20366502	2812
	15	41770756	41772732	1977
	20	47358373	47358858	486
	20	48025182	48060271	35090
MAPKBP1	15	41774434	41827855	53422
OGFR-AS1	20	62800627	62805961	5335
PCOLCE	7	100602363	100608175	5813
	20	3173685	3175474	1790
HLA-S	HSCHR6_MHC_SSTO_CTG1	2684337	2684554	218
KIFC1	HSCHR6_MHC_SSTO_CTG1	4840231	4858622	18392
MIR646HG	20	60087661	60653784	566124
RNU6-204P	4	3044101	3044207	107
HTT-AS	4	3049094	3074538	25445
	4	3063472	3063701	230
	4	3069977	3070151	175
	1	159759170	159759589	420
MSANTD1	4	3244369	3271738	27370
DUSP23	1	159780932	159782543	1612
MCCD1P1	HSCHR6_MHC_COX_CTG1	1389165	1390029	865
HLA-T	HSCHR6_MHC_COX_CTG1	1377961	1379092	1132
CT45A7	X	135829229	135837280	8052
BAG6	HSCHR6_MHC_COX_CTG1	3116310	3129995	13686
MOSPD3	7	100612102	100615384	3283
	22	46250385	46252188	1804
SREBF2-AS1	22	41831215	41834665	3451
RPL7AP29	4	3323977	3324762	786
	4	83075957	83085600	9644
	22	41981304	41982217	914
PLAC8	4	83090048	83137075	47028
WBP2NL	22	41998725	42058456	59732
	6	3311662	3313650	1989
NINJ2-AS1	12	630858	664196	33339
LAGE3	X	154477775	154479281	1507
TUBB2A	6	3153497	3157544	4048
LINC01149	HSCHR6_MHC_MANN_CTG1	2749706	2755003	5298
SPIN2A	X	57134530	57137523	2994
HLA-F	HSCHR6_MHC_MANN_CTG1	985437	1001192	15756
FCRL6	1	159800511	159816257	15747
LINC02455	12	674801	684127	9327
RNU4ATAC16P	12	781133	781258	126
	12	865288	867139	1852
	HSCHR6_MHC_SSTO_CTG1	2503589	2505340	1752
NUP50P4	6	74849077	74850484	1408
LINC01602	8	57855500	57984126	128627
PPT2	HSCHR6_MHC_SSTO_CTG1	3469104	3488185	19082
	8	57888975	57934329	45355
SHROOM4	X	50586796	50814302	227507
	8	58031334	58032682	1349
	8	58091442	58106294	14853
RAD52	12	911736	990053	78318
COL12A1	6	75084326	75206267	121942
RPL26P26	8	58113189	58113622	434
	8	58227578	58243984	16407
	8	58255771	58272137	16367
